label,text
spam,আজ শেষ সুযোগ। 25000 টাকা জিতুন: bit.ly/73086
ham,"প্রমোশনাল এসএমএস না চাইলে *22237*23420# ডায়াল (ফ্রি) করে চালু করুন ডু নট ডিস্টার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"
ham,"সালাম, শরীর ভালো লাগছে না। ডাক্তার দেখাতে হবে।"
spam,একাধিক ভুল চেষ্টার কারণে একাউন্ট লক। আনলক করুন: bit.ly/18796
ham,"আরিফ, পাসওয়ার্ড ভুলে গেছি। রিসেট করতে হবে।"
spam,কোনো ইনকাম প্রুফ ছাড়াই ক্রেডিট কার্ড। আজই আবেদন: bit.ly/33278
ham,"আদাব, চা বানিয়ে দাও তো। খুব ঘুম পাচ্ছে।"
ham,ডিম কিনে আনতে হবে। শেষ হয়ে গেছে।
ham,"শুধু আজকের স্পেশাল! ১৫জিবি ১৩০টাকা ৭দিন। ডায়াল *3488*30233#, mygp.li/ck"
ham,"ধামাকা বোনাস অফার ৩০জিবি ৩০দিন ৪০০টাকায়। ডায়াল *99987*69770#, mygp.li/mo"
spam,আপনার একাউন্ট ঝুঁকিপূর্ণ হিসেবে চিহ্নিত। তথ্য দিন: 01960570896
ham,"শুভ সকাল, ফিজিওথেরাপি সেশন কাল। সময় মতো যেতে হবে।"
ham,"রুবেল, ফোনটা হ্যাং করছে। রিস্টার্ট দিতে হবে।"
ham,তোর নতুন চাকরি কেমন চলছে? - বিপুল
ham,"রাহিম, বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুন: http://joinnavy.navy.mil.bd"
ham,"বাবা, আমার একটু টাকা দরকার। পাঠাতে পারবে? - রিনা"
spam,অরিজিনাল ইয়ারফোন সস্তায় পাবেন। ঢাকার বাহিরে কুরিয়ার ফ্রি। 01544660630
ham,চাবি ভিতরে ফেলে রেখে দরজা বন্ধ হয়ে গেছে। পরে কথা হবে।
ham,"আপনি 87981 থেকে 1,17309.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 8,98972.48 টাকা। TrxID B661117702 at 24/11/64634 18:21"
spam,আজই শেষ হচ্ছে যে বিশেষ অফার!* বিস্তারিত জানতে- bit.ly/36940 রকমারি।
ham,"Shukhee এ আপনাকে স্বাগতম! আপনার আকাউন্টটি সফলভাবে তৈরি হয়েছে। আমাদের সাভিসগুলো উপভোগ করতে অথবা থেকোনো জরুরি প্রয়োজনে কল করুন, 56791"
ham,"বস, কাল অফিসে আসবো না। ডাক্তারের অ্যাপয়েন্টমেন্ট আছে। - শফিক"
ham,"বস, আজকের প্রেজেন্টেশন রেডি। কয়টায় শুরু হবে? - তিশা"
spam,এতিম শিশুদের পাশে দাঁড়ান। 50000 টাকা দান করুন: bit.ly/86349
spam,হোয়াটসঅ্যাপ নোটিস। দ্রুত পদক্ষেপ নিন: bit.ly/85293
ham,দোকান থেকে দুধ কিনে আনবে। শেষ হয়ে গেছে। পরে কথা হবে।
ham,"আজ ২৩ মে 76837, বিশ্ব মেটেলিজি দিবস। এবারের প্রতিপাদ্য- 'টেকসই ভবিষ্যৎ বিনির্মাণে আজকের পরিমাপ', থিএসচিআই, শিল্প মন্ত্রণালয়।"
spam,ঘরে বসে আয় করার সুযোগ। দৈনিক 5000 টাকা: bit.ly/35356
ham,আজ রাতে গল্পের অ্যাডা আছে চা-স্টলে। আসবা? ঠিক আছে।
ham,বাংলাদেশ পরিসংখ্যান ব্যুরো কর্তৃক প্রকাশিত সরকারের অগ্রগতি এবং উন্নয়নের চিত্রের গুরুত্বপূর্ণ প্রকাশনার ওকে।
ham,"করিম, বস, আজকের প্রেজেন্টেশন রেডি। কয়টায় শুরু হবে?"
spam,কোনো অভিজ্ঞতা ছাড়াই কাজ। আয় করুন: bit.ly/81175
ham,"লিজা, ফিজিওথেরাপি সেশন কাল। সময় মতো যেতে হবে।"
ham,তুই কি আজকে ক্লাসে এসেছিলি? নোটস দিতে পারবি? - করিম
spam,সিম সংক্রান্ত জরুরি নোটিস। লিংক: bit.ly/58473
spam,কোনো ইনকাম প্রুফ ছাড়াই ক্রেডিট কার্ড। আজই আবেদন: bit.ly/37032
ham,জেনারেটর চালু করে দাও। বিদ্যুৎ নেই। - করিম
spam,আজই টাকা আপনার একাউন্টে। 5000 টাকা নিন: bit.ly/51381
spam,এতিম শিশুদের পাশে দাঁড়ান। 100000 টাকা দান করুন: bit.ly/41348
ham,বিকেলে পার্কে হাঁটতে যাবো। আসবি? - পপি
spam,ফ্ল্যাট বুকিং চলছে। ময়মনসিংহ এ 650 বর্গফুট। মূল্য 9999 টাকা। যোগাযোগ: 01519746098
ham,TRUST MONEY Txn 50.00 টাকা DEBIT AC No 6659***71338 13/12/41181 04:04 ব্যালেন্স 72650.14 টাকা Email notification পেতে - t.tblbd.com/email
ham,"আপনি 93531 থেকে 36070.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 8,54327.39 টাকা। TrxID C335375439 at 20/11/17112 20:41"
spam,টিভি এর দাম কমেছে 20%। ক্যাশ অন ডেলিভারি। কল করুন: 01529411870
spam,ডেলিভারি কনফার্মেশন প্রয়োজন। কনফার্ম করুন: bit.ly/19274
spam,নতুন ডিভাইস থেকে লগইন চেষ্টা করা হয়েছে। নিরাপত্তা যাচাই: bit.ly/39877
ham,বাসের প্রতি টিকেটে 39828 ছাড় কোড: 50TK0FF ক্লিক: bdtickets.com কল: 53220
spam,"নির্ভরযোগ্য উপহার,ফ্রি সিপিং,30% ছাড়- ইন্দি অফারে- bit.ly/70799"
